index,s,t,p,e,c
1,810,810,1,[1.  1.8],1
2,7143,7143,1,[1.  1.8],1
3,10067,10067,1,[1.  1.8],1
4,9693,9693,1,[1.  1.8],1
5,5998,5998,1,[1.  1.8],1
6,11557,11557,1,[1.  1.8],1
7,475,475,1,[1.  1.8],1
8,6033,6033,1,[1.  1.8],1
9,3419,3419,1,[1.  1.8],1
10,4491,4491,1,[1.  1.8],1
11,2335,2335,1,[1.  1.8],1
12,9846,9846,1,[1.  1.8],1
13,3843,3843,1,[1.  1.8],1
14,9692,9692,1,[1.  1.8],1
15,5128,5128,1,[1.  1.8],1
16,5654,5654,1,[1.  1.8],1
17,8532,8532,1,[1.  1.8],1
18,8167,8167,1,[1.  1.8],1
19,4121,4121,1,[1.  1.8],1
20,2868,2868,1,[1.  1.8],1
21,9785,9785,1,[1.  1.8],1
22,5387,5387,1,[1.  1.8],1
23,5358,5358,1,[1.  1.8],1
24,2468,2468,1,[1.  1.8],1
25,388,388,1,[1.  1.8],1
26,4213,4213,1,[1.  1.8],1
27,9873,9873,1,[1.  1.8],1
28,10575,10575,1,[1.  1.8],1
29,12149,12149,1,[1.  1.8],1
30,1781,1781,1,[1.  1.8],1
31,3800,3800,1,[1.  1.8],1
32,10985,10985,1,[1.  1.8],1
33,2051,2051,1,[1.  1.8],1
34,6130,6130,1,[1.  1.8],1
35,11800,11800,1,[1.  1.8],1
36,6321,6321,1,[1.  1.8],1
37,812,812,1,[1.  1.8],1
38,3285,3285,1,[1.  1.8],1
39,8670,8670,1,[1.  1.8],1
40,12236,12236,1,[1.  1.8],1
41,1082,1082,1,[1.  1.8],1
42,10666,10666,1,[1.  1.8],1
43,7514,7514,1,[1.  1.8],1
44,4085,4085,1,[1.  1.8],1
45,6941,6941,1,[1.  1.8],1
46,8103,8103,1,[1.  1.8],1
47,4536,4536,1,[1.  1.8],1
48,9202,9202,1,[1.  1.8],1
49,2753,2753,1,[1.  1.8],1
50,10780,10780,1,[1.  1.8],1
51,1983,1983,1,[1.  1.8],1
52,9525,9525,1,[1.  1.8],1
53,10930,10930,1,[1.  1.8],1
54,9562,9562,1,[1.  1.8],1
55,5291,5291,1,[1.  1.8],1
56,6897,6897,1,[1.  1.8],1
57,7649,7649,1,[1.  1.8],1
58,2340,2340,1,[1.  1.8],1
59,8054,8054,1,[1.  1.8],1
60,8661,8661,1,[1.  1.8],1
61,2396,2396,1,[1.  1.8],1
62,8217,8217,1,[1.  1.8],1
63,118,118,1,[1.  1.8],1
64,8167,8167,1,[1.  1.8],1
65,7470,7470,1,[1.  1.8],1
66,118,118,1,[1.  1.8],1
67,10197,10197,1,[1.  1.8],1
68,2360,2360,1,[1.  1.8],1
69,5797,5797,1,[1.  1.8],1
70,6094,6094,1,[1.  1.8],1
71,5999,5999,1,[1.  1.8],1
72,5412,5412,1,[1.  1.8],1
73,681,681,1,[1.  1.8],1
74,3390,3390,1,[1.  1.8],1
75,8835,8835,1,[1.  1.8],1
76,3238,3238,1,[1.  1.8],1
77,2720,2720,1,[1.  1.8],1
78,6243,6243,1,[1.  1.8],1
79,3571,3571,1,[1.  1.8],1
80,2374,2374,1,[1.  1.8],1
81,10757,10757,1,[1.  1.8],1
82,1424,1424,1,[1.  1.8],1
83,4465,4465,1,[1.  1.8],1
84,855,855,1,[1.  1.8],1
85,4748,4748,1,[1.  1.8],1
86,633,633,1,[1.  1.8],1
87,2344,2344,1,[1.  1.8],1
88,4819,4819,1,[1.  1.8],1
89,3637,3637,1,[1.  1.8],1
90,6774,6774,1,[1.  1.8],1
91,3048,3048,1,[1.  1.8],1
92,7761,7761,1,[1.  1.8],1
93,5508,5508,1,[1.  1.8],1
94,2118,2118,1,[1.  1.8],1
95,4964,4964,1,[1.  1.8],1
96,6895,6895,1,[1.  1.8],1
97,6451,6451,1,[1.  1.8],1
98,7242,7242,1,[1.  1.8],1
99,9137,9137,1,[1.  1.8],1
100,5932,5932,1,[1.  1.8],1
