index,s,t,p,e,c
1,32306,32306,1,[1.  1.8],1
2,98601,98601,1,[1.  1.8],1
3,143505,143505,1,[1.  1.8],1
4,50736,50736,1,[1.  1.8],1
5,131820,131820,1,[1.  1.8],1
6,326322,326322,1,[1.  1.8],1
7,279731,279731,1,[1.  1.8],1
8,127283,127283,1,[1.  1.8],1
9,278708,278708,1,[1.  1.8],1
10,116015,116015,1,[1.  1.8],1
11,156756,156756,1,[1.  1.8],1
12,214400,214400,1,[1.  1.8],1
13,64896,64896,1,[1.  1.8],1
14,206057,206057,1,[1.  1.8],1
15,102033,102033,1,[1.  1.8],1
16,266401,266401,1,[1.  1.8],1
17,185459,185459,1,[1.  1.8],1
18,171769,171769,1,[1.  1.8],1
19,139762,139762,1,[1.  1.8],1
20,118183,118183,1,[1.  1.8],1
21,299695,299695,1,[1.  1.8],1
22,224881,224881,1,[1.  1.8],1
23,246050,246050,1,[1.  1.8],1
24,11863,11863,1,[1.  1.8],1
25,244580,244580,1,[1.  1.8],1
26,283794,283794,1,[1.  1.8],1
27,53002,53002,1,[1.  1.8],1
28,226720,226720,1,[1.  1.8],1
29,91838,91838,1,[1.  1.8],1
30,304801,304801,1,[1.  1.8],1
31,130528,130528,1,[1.  1.8],1
32,102053,102053,1,[1.  1.8],1
33,6801,6801,1,[1.  1.8],1
34,262468,262468,1,[1.  1.8],1
35,42767,42767,1,[1.  1.8],1
36,8978,8978,1,[1.  1.8],1
37,67999,67999,1,[1.  1.8],1
38,52971,52971,1,[1.  1.8],1
39,266726,266726,1,[1.  1.8],1
40,96341,96341,1,[1.  1.8],1
41,229965,229965,1,[1.  1.8],1
42,301885,301885,1,[1.  1.8],1
43,303915,303915,1,[1.  1.8],1
44,239195,239195,1,[1.  1.8],1
45,317404,317404,1,[1.  1.8],1
46,171207,171207,1,[1.  1.8],1
47,87801,87801,1,[1.  1.8],1
48,294062,294062,1,[1.  1.8],1
49,60666,60666,1,[1.  1.8],1
50,8173,8173,1,[1.  1.8],1
51,253318,253318,1,[1.  1.8],1
52,326418,326418,1,[1.  1.8],1
53,265612,265612,1,[1.  1.8],1
54,313685,313685,1,[1.  1.8],1
55,177735,177735,1,[1.  1.8],1
56,304806,304806,1,[1.  1.8],1
57,171768,171768,1,[1.  1.8],1
58,212710,212710,1,[1.  1.8],1
59,23402,23402,1,[1.  1.8],1
60,267911,267911,1,[1.  1.8],1
61,149749,149749,1,[1.  1.8],1
62,172495,172495,1,[1.  1.8],1
63,350113,350113,1,[1.  1.8],1
64,146235,146235,1,[1.  1.8],1
65,73146,73146,1,[1.  1.8],1
66,19220,19220,1,[1.  1.8],1
67,104369,104369,1,[1.  1.8],1
68,38826,38826,1,[1.  1.8],1
69,185514,185514,1,[1.  1.8],1
70,154908,154908,1,[1.  1.8],1
71,335117,335117,1,[1.  1.8],1
72,41342,41342,1,[1.  1.8],1
73,24867,24867,1,[1.  1.8],1
74,310361,310361,1,[1.  1.8],1
75,209729,209729,1,[1.  1.8],1
76,318266,318266,1,[1.  1.8],1
77,68336,68336,1,[1.  1.8],1
