index,s,t,p,e,c
1,177735,177735,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
2,304806,304806,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
3,171768,171768,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
4,212710,212710,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
5,23402,23402,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
6,267911,267911,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
7,149749,149749,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
8,172495,172495,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
9,350113,350113,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
10,146235,146235,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
11,73146,73146,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
12,8173,8173,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
13,253318,253318,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
14,326418,326418,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
15,265612,265612,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
16,313685,313685,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
17,266726,266726,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
18,96341,96341,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
19,229965,229965,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
20,301885,301885,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
21,303915,303915,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
22,239195,239195,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
23,317404,317404,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
24,171207,171207,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
25,87801,87801,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
26,294062,294062,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
27,60666,60666,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
28,304801,304801,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
29,130528,130528,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
30,102053,102053,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
31,6801,6801,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
32,262468,262468,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
33,42767,42767,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
34,8978,8978,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
35,67999,67999,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
36,52971,52971,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
37,157660,157660,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
38,190447,190447,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
39,258821,258821,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
40,256916,256916,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
41,88055,88055,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
42,178918,178918,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
43,122324,122324,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
44,123808,123808,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
45,347667,347667,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
46,240647,240647,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
47,3070,3070,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
48,21669,21669,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
49,45848,45848,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
50,300643,300643,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
51,338054,338054,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
52,24867,24867,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
53,310361,310361,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
54,209729,209729,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
55,318266,318266,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
56,68336,68336,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
57,237096,237096,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
58,217398,217398,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
59,124473,124473,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
60,60844,60844,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
61,102701,102701,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
