index,s,t,p,e,c
1,32306,32306,6,[1.       1.8      2.43     2.916    3.2805   3.54294  3.720087],6
2,98601,98601,9,"[1.         1.8        2.43       2.916      3.2805     3.54294
 3.720087   3.8263752  3.87420489]",8
3,143505,143505,1,[1.  1.8],1
4,50736,50736,30,"[0.25       0.45       0.6075     0.729      0.820125   0.885735
 0.93002175 0.9565938  0.96855122 0.96855122 0.95886571 0.94143179
 0.91789599 0.88965304 0.85787972 0.82356453 0.78753358 0.75047318
 0.71294952 0.67542586 0.63827744 0.60180444 0.56624327 0.53177629
 0.49854027 0.46663369 0.43612303 0.40704816 0.37942703 0.35325965
 0.32853148]",30
5,131820,131820,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
6,326322,326322,1,[1.  1.8],1
7,279731,279731,30,"[0.25       0.45       0.6075     0.729      0.820125   0.885735
 0.93002175 0.9565938  0.96855122 0.96855122 0.95886571 0.94143179
 0.91789599 0.88965304 0.85787972 0.82356453 0.78753358 0.75047318
 0.71294952 0.67542586 0.63827744 0.60180444 0.56624327 0.53177629
 0.49854027 0.46663369 0.43612303 0.40704816 0.37942703 0.35325965
 0.32853148]",30
8,127283,127283,1,[1.  1.8],1
9,278708,278708,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
10,116015,116015,1,[1.  1.8],1
11,156756,156756,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
12,214400,214400,6,[1.       1.8      2.43     2.916    3.2805   3.54294  3.720087],6
13,64896,64896,30,"[0.25       0.45       0.6075     0.729      0.820125   0.885735
 0.93002175 0.9565938  0.96855122 0.96855122 0.95886571 0.94143179
 0.91789599 0.88965304 0.85787972 0.82356453 0.78753358 0.75047318
 0.71294952 0.67542586 0.63827744 0.60180444 0.56624327 0.53177629
 0.49854027 0.46663369 0.43612303 0.40704816 0.37942703 0.35325965
 0.32853148]",30
14,206057,206057,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
